"chr","pos","strand","Name","Probe_rs","Probe_maf","CpG_rs","CpG_maf","SBE_rs","SBE_maf","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Phantom","DMR","Enhancer","HMM_Island","Regulatory_Feature_Name","Regulatory_Feature_Group","DHS","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"cg15392111","chr4",140216263,"-","cg15392111",NA,NA,NA,NA,NA,NA,"chr4:140216727-140217078","N_Shore","NDUFC1","NM_002494","Body","","RDMR","","4:140435713-140435742","4:140216016-140217544","Promoter_Associated","",-1.25237771020829,-2.65297972067495,-6.2928724736484,1.25309516026942e-07,0.000525186923964916,7.30236357189281
"cg21105477","chr5",133560149,"-","cg21105477",NA,NA,NA,NA,NA,NA,"chr5:133561140-133562544","N_Shore","PPP2CA","NM_002715","Body","","RDMR","","","5:133560011-133560226","Promoter_Associated","",-0.724336944894276,-2.11879813356415,-6.27121095362109,1.34852296003457e-07,0.000558609955694787,7.2363742581973
"cg08345082","chr10",99160200,"+","cg08345082",NA,NA,NA,NA,NA,NA,"chr10:99160814-99161116","N_Shore","RRP12;RRP12","NM_001145114;NM_015179","Body;Body","","RDMR","","10:99150067-99150219","","","",-1.23650636479331,-1.26551771810679,-6.2622145938393,1.39025944207013e-07,0.000569279281540543,7.2089652407809
"cg01055824","chr14",91818668,"-","cg01055824",NA,NA,NA,NA,NA,NA,"","OpenSea","CCDC88C","NM_001080414","Body","","","TRUE","14:90888250-90888426","","","",2.01009616168187,3.56988224146278,6.25825372234871,1.40904192854058e-07,0.000570413797537431,7.19689727135688
"cg19236995","chr1",98515177,"+","cg19236995",NA,NA,NA,NA,NA,NA,"chr1:98519001-98519983","N_Shelf","","","","","","","1:98287629-98287766","","","",-0.848947662221173,-3.21515153917888,-6.25310876419711,1.43381849574007e-07,0.00057392210114036,7.18122121725701
"cg23083774","chr19",821136,"-","cg23083774","rs351101",0.370556,NA,NA,NA,NA,"chr19:821345-822669","N_Shore","LPPR3","NM_024888","Body","","","","","","","TRUE",-0.594568070320976,-1.09638960361066,-6.23906216975027,1.50370198875512e-07,0.000595207016648964,7.13842068583557
"cg16823042","chr12",58119992,"-","cg16823042",NA,NA,NA,NA,NA,NA,"chr12:58119909-58121551","Island","AGAP2;LOC100130776;AGAP2","NM_014770;NR_027032;NM_001122772","3'UTR;TSS200;3'UTR","","","","12:56406216-56407918","12:58119268-58121143","Unclassified","",-1.1828857744655,1.21046420085308,-6.22903319654095,1.55567018944111e-07,0.000609010688612582,7.10786006197525
"cg22997113","chr7",27170241,"-","cg22997113",NA,NA,NA,NA,NA,NA,"chr7:27169572-27170638","Island","HOXA4","NM_002141","1stExon","","DMR","TRUE","7:27136035-27136818","7:27170014-27171090","Promoter_Associated","TRUE",-1.9785936193374,0.245496810890135,-6.21547181606075,1.62880788268885e-07,0.000630711591487488,7.06653297202465
"cg14024579","chr9",139332845,"-","cg14024579",NA,NA,NA,NA,NA,NA,"chr9:139332839-139334501","Island","INPP5E","NM_019892","Body","","","","9:138452661-138454340","","","",-0.731874749093909,0.627211953663229,-6.20723223885114,1.67491204865534e-07,0.000641590368573358,7.04142234031474
"cg07816074","chr4",8201560,"+","cg07816074",NA,NA,NA,NA,NA,NA,"","OpenSea","SH3TC1","NM_018986","5'UTR","","DMR","TRUE","4:8251799-8252482","","","",0.896987421986623,-0.684071260508181,6.19589811057731,1.74046908751693e-07,0.000658945295863292,7.00687942395501
"cg21429551","chr7",30635762,"+","cg21429551",NA,NA,NA,NA,NA,NA,"chr7:30634124-30635058","S_Shore","GARS","NM_002047","Body","","","","7:30602237-30602364","7:30635729-30635842","Promoter_Associated","",-1.44410611343716,-0.0786649973600662,-6.19307177914615,1.75721211826167e-07,0.000658945295863292,6.99826539307493
"cg22987448","chr19",8591364,"+","cg22987448",NA,NA,NA,NA,NA,NA,"chr19:8591294-8591842","Island","MYO1F","NM_012335","Body","","","","19:8497324-8497807","","","",-3.70153737666709,3.02366118457055,-6.18920666681546,1.78036957837992e-07,0.000660674750468704,6.9864852359647
"cg23884241","chr7",27169957,"-","cg23884241","rs10251056",0.080512,NA,NA,NA,NA,"chr7:27169572-27170638","Island","HOXA4","NM_002141","1stExon","","","","7:27136035-27136818","","","TRUE",-1.08906715640462,0.127058951663131,-6.17197785648878,1.88735863193406e-07,0.00069315677920964,6.93397295376879
"cg07642595","chr13",113952548,"-","cg07642595",NA,NA,NA,NA,NA,NA,"chr13:113951096-113951990","S_Shore","LAMP1","NM_005561","Body","","","","13:113000473-113000550","13:113952505-113952626","Unclassified","",-1.3128222831349,-1.62475099198408,-6.16842069604809,1.91023556794957e-07,0.000694399867249178,6.92313058087471
"cg02248486","chr7",27183196,"-","cg02248486",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","1stExon","","","","","7:27182652-27184498","Unclassified","",1.8162010194337,2.20473687267767,6.15763213699141,1.9813268389841e-07,0.000709040822260314,6.89024588070895
"cg12186909","chr19",10533016,"-","cg12186909",NA,NA,NA,NA,NA,NA,"chr19:10529627-10532004","S_Shore","PDE4A","NM_001111307","Body","","RDMR","","","19:10533015-10533206","Unclassified_Cell_type_specific","",-0.632496143907092,0.892023904766559,-6.15428518954788,2.00391400679065e-07,0.000709040822260314,6.88004381292428
"cg07877229","chr7",142554307,"+","cg07877229","rs8177108",0.048896,NA,NA,NA,NA,"chr7:142551879-142553186","S_Shore","EPHB6","NM_004445","5'UTR","","CDMR","","","","","",-0.634425007086158,1.70728665121126,-6.15335733071864,2.0102211413014e-07,0.000709040822260314,6.87721552410132
"cg12689529","chr11",126335883,"+","cg12689529",NA,NA,NA,NA,NA,NA,"","OpenSea","KIRREL3;KIRREL3","NM_001161707;NM_032531","Body;Body","","","TRUE","","11:126335533-126335962","Unclassified","",1.07027496921717,-2.53891156245871,6.14677798716663,2.05551659616111e-07,0.000717909323332759,6.85716024551771
"cg10376408","chr11",9113406,"+","cg10376408",NA,NA,NA,NA,NA,NA,"chr11:9112461-9113459","Island","SCUBE2;SCUBE2","NM_020974;NM_001170690","TSS1500;TSS1500","","","","11:9069038-9070035","11:9112650-9113478","Unclassified_Cell_type_specific","TRUE",-1.13949177246309,-3.75036096035723,-6.13679228485676,2.12621773500549e-07,0.00073539265728838,6.82672102279291
"cg24217894","chr12",58120635,"+","cg24217894",NA,NA,NA,NA,NA,NA,"chr12:58119909-58121551","Island","LOC100130776;AGAP2;AGAP2","NR_027032;NM_014770;NM_001122772","Body;Body;Body","","","","12:56406216-56407918","12:58119268-58121143","Unclassified","",-1.90604289280335,2.82199948828786,-6.12498801661885,2.21293268798385e-07,0.000751716437544544,6.79073745417734
"cg13276570","chr5",10567643,"-","cg13276570",NA,NA,NA,NA,NA,NA,"chr5:10562816-10565680","S_Shore","ANKRD33B","NM_001164440","Body","","CDMR","","","","","",-1.47039479568059,4.0376211933625,-6.11862418659294,2.26113757660722e-07,0.000751716437544544,6.77133792828989
"cg19338056","chr9",14992172,"+","cg19338056",NA,NA,NA,NA,NA,NA,"","OpenSea","LOC389705","NR_003920","TSS1500","","","","","9:14992093-14992876","Unclassified_Cell_type_specific","",-0.906969945576352,0.658807218208209,-6.11805317922026,2.26551377186257e-07,0.000751716437544544,6.76959725690929
"cg04636834","chr16",685580,"-","cg04636834",NA,NA,NA,NA,NA,NA,"chr16:682634-687106","Island","C16orf13;C16orf13;C16orf13;C16orf13;C16orf13","NM_001040160;NM_001040161;NM_032366;NM_001040165;NM_001040162","Body;Body;Body;Body;Body","","","","","","","",-0.667222422645221,0.0154240036243268,-6.11620242958812,2.27975610036707e-07,0.000751716437544544,6.76395538034448
"cg09364688","chr1",36038877,"+","cg09364688",NA,NA,NA,NA,NA,NA,"chr1:36038927-36040051","N_Shore","TFAP2E","NM_178548","TSS200","","","TRUE","1:35811251-35813151","1:36038329-36039236","Unclassified_Cell_type_specific","",-1.02089180715799,-1.93624918141243,-6.11432796718646,2.29427201983603e-07,0.000751716437544544,6.75824120067812
"cg03298704","chr4",99427937,"-","cg03298704",NA,NA,NA,NA,NA,NA,"","OpenSea","TSPAN5","NM_005723","Body","","","TRUE","","","","",-0.848568985019823,2.24475722446773,-6.10926945613603,2.33390748840355e-07,0.000751716437544544,6.74282057307567
"cg05835726","chr7",27183861,"-","cg05835726",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","CDMR","","7:27149871-27150476","7:27182652-27184498","Unclassified","",1.85771117977336,2.30154762809653,6.10883119296168,2.33737346487898e-07,0.000751716437544544,6.74148454381227
"cg07250916","chr6",168939666,"-","cg07250916",NA,NA,NA,NA,NA,NA,"chr6:168936452-168936664","S_Shelf","SMOC2;SMOC2","NM_022138;NM_001166412","Body;Body","","","","","","","",-0.925212854435326,-3.41463616359005,-6.10821906564424,2.34222303660246e-07,0.000751716437544544,6.73961849477711
"cg22220710","chr18",7011217,"+","cg22220710",NA,NA,NA,NA,NA,NA,"chr18:7011267-7011488","N_Shore","LAMA1","NM_005559","Body","","","","","","","",-1.39218562961115,0.695501427513056,-6.09089895484351,2.48368343674764e-07,0.000789999826718004,6.68681820155093
"cg23708206","chr17",79792925,"-","cg23708206",NA,NA,NA,NA,NA,NA,"chr17:79790530-79791553","S_Shore","DYSFIP1;DYSFIP1","NM_001007533;NM_001007533","5'UTR;1stExon","","","","17:77386039-77386324","17:79792873-79793346","Unclassified_Cell_type_specific","",-0.750323264688822,2.579324197461,-6.08635274990677,2.52220658514348e-07,0.000795153526481804,6.67295897774969
"cg20016023","chr10",99160130,"-","cg20016023",NA,NA,NA,NA,NA,NA,"chr10:99160814-99161116","N_Shore","RRP12;RRP12","NM_001145114;NM_015179","Body;Body","","RDMR","","10:99150067-99150219","","","",-1.231113430051,-0.155327428921504,-6.07822276889765,2.59259037020599e-07,0.000810173119678976,6.6481744286608
"cg07211044","chr8",60032983,"-","cg07211044",NA,NA,NA,NA,NA,NA,"chr8:60030134-60032356","S_Shore","TOX","NM_014729","TSS1500","","RDMR","","8:60195454-60195555","8:60032510-60033159","Promoter_Associated","",-1.25557714557471,-0.566529259842593,-6.07271271636742,2.64140373290439e-07,0.000818249454633498,6.63137678436745
"cg20543544","chr10",81003657,"-","cg20543544","rs150430589",0.0124,NA,NA,NA,NA,"chr10:81002109-81003687","Island","ZMIZ1","NM_020338","Body","","","","10:80672047-80673873","","","",1.35348926234678,-1.14186512494079,6.06893124923217,2.67543329348304e-07,0.000821646322100745,6.61984879979425
"cg07058086","chr8",29120186,"-","cg07058086",NA,NA,NA,NA,NA,NA,"chr8:29119957-29120787","Island","KIF13B","NM_015254","Body","","","","8:29175877-29176735","8:29119291-29121205","Promoter_Associated","",1.85701590438401,-4.65270665125306,6.06607475961378,2.701428709398e-07,0.000822538863743154,6.61114065144297
"cg21204139","chr1",64669336,"-","cg21204139",NA,NA,NA,NA,NA,NA,"","OpenSea","UBE2U","NM_152489","TSS200","","","","1:64441822-64442080","","","",3.41027284969604,6.48784779203366,6.06093898239315,2.7488023296592e-07,0.000824275372426896,6.59548398618429
"cg02241160","chr17",79801507,"-","cg02241160",NA,NA,NA,NA,NA,NA,"chr17:79799286-79799624","S_Shore","P4HB","NM_000918","3'UTR","","","","17:77394696-77394797","","","",-0.855184617733009,2.00682951033193,-6.06044444281894,2.75340760765205e-07,0.000824275372426896,6.59397635894638
"cg11683511","chr12",50496708,"-","cg11683511",NA,NA,NA,NA,NA,NA,"","OpenSea","GPD1","NM_005276","TSS1500","","","TRUE","","","","",-0.610886860148078,1.22740214855793,-6.04950374810813,2.85728267869796e-07,0.000848243889893962,6.56062319376503
"cg24808280","chr1",169396868,"-","cg24808280",NA,NA,NA,NA,NA,NA,"chr1:169396621-169396869","Island","C1orf114","NM_021179","TSS200","","","TRUE","","1:169396806-169396922","Unclassified_Cell_type_specific","",-1.40543478733361,-5.3695188724662,-6.04591415241586,2.89220845839373e-07,0.000851516365504524,6.54968019852803
"cg17569124","chr7",27183643,"-","cg17569124",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","","","7:27149871-27150476","7:27182652-27184498","Unclassified","TRUE",2.07055818361868,1.61851049691845,6.03314612039334,3.01992588829391e-07,0.000881830736127265,6.51075669331576
"cg17510922","chr2",182386517,"+","cg17510922",NA,NA,NA,NA,NA,NA,"","OpenSea","ITGA4","NM_000885","Body","","","","","","","",-1.36802766853673,2.29595283031931,-6.01887899142918,3.169305810947e-07,0.000917926299691719,6.46726381028243
"cg13127231","chr13",111806949,"-","cg13127231","rs150304173",0.0101,NA,NA,NA,NA,"chr13:111805638-111806531","S_Shore","ARHGEF7;ARHGEF7;ARHGEF7;ARHGEF7","NM_001113511;NM_003899;NM_001113512;NM_145735","Body;5'UTR;Body;Body","","RDMR","","","13:111805167-111807029","Promoter_Associated","",-1.15068474392738,-0.376179169683534,-6.01643935264326,3.19557745498468e-07,0.00091807136326695,6.45982673703251
"cg24246360","chr6",82954226,"-","cg24246360",NA,NA,NA,NA,NA,NA,"chr6:82956999-82957507","N_Shelf","IBTK","NM_015525","5'UTR","","","","","","","",-1.01288075923425,1.68869964899872,-6.00205698455876,3.35493138519346e-07,0.000951603721030975,6.41598370371661
"cg04661457","chr12",92531553,"-","cg04661457",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-1.10202235369685,-1.32337295525645,-6.00110809888455,3.36571934623371e-07,0.000951603721030975,6.41309117504808
"cg16000360","chr1",228328880,"-","cg16000360",NA,NA,NA,NA,NA,NA,"chr1:228327508-228328560","S_Shore","GUK1;GUK1","NM_001159390;NM_000858","Body;5'UTR","","RDMR","","1:226394132-226395767","1:228328691-228329344","Promoter_Associated","",-0.787284844611591,-0.752335851802207,-5.99633764501223,3.42048151680848e-07,0.000959471998390106,6.39854928618981
"cg24843003","chr19",1409547,"+","cg24843003",NA,NA,NA,NA,NA,NA,"chr19:1407109-1408843","S_Shore","DAZAP1;DAZAP1","NM_018959;NM_170711","Body;Body","","","TRUE","19:1360547-1360748","19:1409484-1409716","Promoter_Associated","",-0.755372850560775,0.814738549548587,-5.98988430324993,3.49597916612439e-07,0.000972867165149012,6.37887766102654
"cg23061725","chr2",202126379,"-","cg23061725",NA,NA,NA,NA,NA,NA,"","OpenSea","CASP8;CASP8;CASP8;CASP8;CASP8;CASP8","NM_001080124;NM_001080125;NM_033355;NM_033358;NM_033356;NM_001228","5'UTR;Body;5'UTR;5'UTR;5'UTR;5'UTR","","","","","2:202126218-202126536","Promoter_Associated_Cell_type_specific","",1.43786372735506,-0.466507081042571,5.98762072158097,3.52285265208557e-07,0.000972867165149012,6.37197769171237
"cg26874693","chr12",111618936,"-","cg26874693",NA,NA,NA,NA,NA,NA,"","OpenSea","CUX2","NM_015267","Body","","","","12:110103298-110103361","","","",-1.03875562926423,-3.71049058304482,-5.98140419291737,3.59772048268154e-07,0.00098589994873299,6.35302834801163
"cg02005600","chr7",27183686,"-","cg02005600",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","","","7:27149871-27150476","7:27182652-27184498","Unclassified","TRUE",1.93698264545918,2.04844756279149,5.97294089129902,3.70220390383753e-07,0.00100678750360504,6.32723087155188
"cg07157107","chr8",42623730,"+","cg07157107",NA,NA,NA,NA,NA,NA,"","OpenSea","CHRNA6","NM_004198","TSS200","","DMR","","","8:42623619-42624109","Unclassified","",-0.76473412311476,-1.82330830689539,-5.97065533172214,3.73093548786025e-07,0.00100691447944907,6.32026423655957
"cg01644731","chr12",58236712,"+","cg01644731",NA,NA,NA,NA,NA,NA,"chr12:58238840-58241046","N_Shelf","CTDSP2","NM_005730","Body","","RDMR","","","12:58236269-58236936","Unclassified","",1.0539950079502,1.96551721604748,5.96718737396191,3.77495610293011e-07,0.0010111347645777,6.30969361745401
"cg13091627","chr1",153518476,"+","cg13091627","rs56043239",0.129224,NA,NA,NA,NA,"","OpenSea","S100A4;S100A4","NM_019554;NM_002961","TSS200;TSS200","","","TRUE","","1:153517251-153519227","Promoter_Associated","",0.510428697219698,-1.65852611731598,5.96378198970846,3.81868636859995e-07,0.00101353734695223,6.29931384204517
"cg19887750","chr18",47813174,"+","cg19887750",NA,NA,NA,NA,NA,NA,"chr18:47813434-47814546","N_Shore","CXXC1;CXXC1","NM_001101654;NM_014593","Body;Body","","","","18:46067027-46068666","","","",-1.09920711890103,-0.774674936640019,-5.962072642223,3.84082701058404e-07,0.00101353734695223,6.29410371252077
"cg03544499","chr9",85677016,"-","cg03544499",NA,NA,NA,NA,NA,NA,"chr9:85677015-85678321","Island","RASEF","NM_152573","Body","","","TRUE","9:84866836-84868141","","","",-0.875026877140739,-1.59233970547187,-5.95421246032774,3.944296432875e-07,0.00102910403820113,6.27014609678663
"cg16290996","chr1",173835989,"-","cg16290996",NA,NA,NA,NA,NA,NA,"chr1:173837172-173837917","N_Shore","GAS5;SNORD78;SNORD76;SNORD77;SNORD44;SNORD79","NR_002578;NR_003944;NR_003942;NR_003943;NR_002750;NR_003939","Body;TSS1500;TSS200;TSS1500;TSS1500;TSS1500","","","","","","","",-0.776816574185223,-1.05603911383637,-5.9532173493443,3.95759247802932e-07,0.00102910403820113,6.2671130740573
"cg02376827","chr17",1961510,"+","cg02376827","rs75796056",0.015204,NA,NA,NA,NA,"chr17:1952919-1962328","Island","HIC1;HIC1","NM_001098202;NM_006497","Body;Body","","","","17:1903519-1909615","","","",-0.626106071808619,-0.253377532868265,-5.94750252374215,4.03482019430283e-07,0.00104158298559378,6.24969493716269
"cg09709600","chr11",65359521,"-","cg09709600",NA,NA,NA,NA,NA,NA,"chr11:65359292-65360328","Island","EHBP1L1","NM_001099409","Body","","","","11:65115890-65116898","","","",-1.56962734076159,3.2175947909265,-5.94292452854764,4.09776770957459e-07,0.0010438766308499,6.23574200618881
"cg06826457","chr12",12867669,"-","cg06826457",NA,NA,NA,NA,NA,NA,"chr12:12869798-12871248","N_Shelf","","","","","","","12:12758936-12759021","12:12867053-12868060","Promoter_Associated","",0.753401276844844,-1.1865152278419,5.9425969266441,4.10230959926415e-07,0.0010438766308499,6.23474354243536
"cg14359292","chr7",27170892,"+","cg14359292",NA,NA,NA,NA,NA,NA,"chr7:27169572-27170638","S_Shore","HOXA4","NM_002141","TSS1500","","DMR","TRUE","7:27136937-27137577","7:27170014-27171090","Promoter_Associated","TRUE",-2.1339079115296,-1.53544215053916,-5.93517018619983,4.20663161019385e-07,0.00106283083544221,6.21210871321079
"cg19426731","chr19",49992527,"+","cg19426731",NA,NA,NA,NA,NA,NA,"chr19:49990435-49990965","S_Shore","RPL13AP5;SNORD33;SNORD32A;RPL13A","NR_026712;NR_000020;NR_000021;NM_012423","Body;TSS1500;TSS1500;Body","","","","","","","",-0.691037151793518,-2.16900483118566,-5.92921182411515,4.29223632519588e-07,0.00107086579513075,6.19394964771988
"cg17075538","chr19",15306892,"-","cg17075538",NA,NA,NA,NA,NA,NA,"chr19:15306243-15307111","Island","NOTCH3","NM_000435","Body","","","","19:15167318-15168098","19:15306557-15307187","Unclassified_Cell_type_specific","",-1.11556818116532,-3.51991464182105,-5.92799481897993,4.30993365296855e-07,0.00107086579513075,6.1902406879018
"cg05797770","chr1",16470667,"+","cg05797770","rs74754043",0.024327,NA,NA,NA,NA,"","OpenSea","EPHA2","NM_004431","Body","","","","","1:16470559-16470891","Unclassified_Cell_type_specific","",1.13830467277222,2.67153053551236,5.92633833694404,4.33413865900469e-07,0.00107086579513075,6.18519240564547
"cg11684450","chr19",1272853,"-","cg11684450",NA,NA,NA,NA,NA,NA,"chr19:1274469-1276358","N_Shore","CIRBP;CIRBP;CIRBP","NR_023313;NM_001280;NR_023312","Body;3'UTR;Body","","","","19:1223836-1224014","","","",-1.29742732093446,1.8416087128553,-5.92466871228818,4.3586728317298e-07,0.00107086579513075,6.18010410869997
"cg04863892","chr7",27183375,"-","cg04863892",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS200","","","","7:27149871-27150476","7:27182652-27184498","Unclassified","TRUE",1.83703183679062,1.95955997224628,5.90476346335132,4.66205321108742e-07,0.00112263054385536,6.11944464180653
"cg16372051","chr6",31794302,"+","cg16372051",NA,NA,NA,NA,NA,NA,"chr6:31795467-31797384","N_Shore","HSPA1B","NM_005346","TSS1500","","","","","","","",0.754115341573034,1.63086616230471,5.90405473628718,4.67323467936519e-07,0.00112263054385536,6.11728497249114
